userId,movieId,rating,tstamp
397992,174055,2.5,2024-01-23 17:21:40
150747,5991,4.0,2020-10-10 23:35:29
139711,212883,-1.0,2020-10-17 20:38:19
389851,780,4.0,2022-10-14 04:40:32
246624,5952,3.0,2014-03-14 19:14:22
252740,4881,4.5,2014-11-22 04:04:48
250671,1222,3.5,2014-08-18 17:28:44
58881,116897,4.5,2016-12-27 15:30:52
57162,56788,4.0,2008-12-15 10:16:07
346590,88744,3.5,2020-01-16 22:30:20
375848,76091,5.0,2021-07-30 08:55:47
397821,175585,2.5,2024-04-05 21:58:48
99503,7373,3.5,2012-11-10 15:18:37
410277,143385,3.5,2024-04-25 19:39:33
327586,1199,4.0,2018-09-26 18:25:29
349044,8641,-1.0,2020-02-06 18:41:30
277021,1033,3.5,2015-12-25 16:20:34
271999,2294,2.5,2015-11-17 15:46:14
255173,1261,-1.0,2018-04-24 23:20:19
346677,96737,4.5,2019-11-24 18:53:58
108794,44189,-1.0,2016-01-09 14:45:26
393175,115569,3.5,2023-01-28 12:59:11
296474,169992,2.5,2017-08-02 15:14:15
389487,1590,4.0,2022-09-30 06:46:59
160949,120799,0.5,2015-10-11 03:32:28
276776,71135,3.5,2015-12-21 04:12:07
333161,2105,2.5,2019-01-20 16:08:15
263270,104441,3.0,2015-08-04 02:53:19
390925,201654,2.0,2022-11-20 01:05:24
108794,248134,-1.0,2021-05-03 16:32:44
406203,179309,-1.0,2024-01-08 15:16:52
295985,106782,-1.0,2016-11-25 23:55:29
275144,132377,3.5,2016-01-09 03:34:19
358892,242772,4.5,2021-07-15 12:27:09
295429,114180,4.5,2022-09-03 18:06:52
209019,3365,3.5,2010-10-04 13:13:29
128580,45501,2.5,2006-12-16 14:30:37
377508,57669,4.0,2023-05-30 02:56:20
249854,74458,4.0,2019-09-12 14:06:07
406203,162314,-1.0,2024-01-21 20:33:42
241672,157318,3.5,2018-08-13 14:34:39
155035,4887,3.5,2017-07-29 01:22:19
360015,181949,1.5,2020-08-18 21:46:33
176927,8958,3.0,2015-04-11 13:31:37
348320,1204,3.0,2020-01-11 08:10:00
214523,207139,3.0,2023-03-26 01:59:28
382536,119141,4.5,2022-02-05 23:44:24
233310,3897,3.0,2022-06-19 04:21:28
311933,191459,4.0,2019-03-05 15:18:19
335387,2423,4.0,2019-04-30 16:53:07
393903,76093,2.0,2023-02-11 23:37:10
257837,509,3.5,2015-04-15 00:38:15
402031,5952,-1.0,2023-09-11 05:03:02
361126,163645,4.0,2020-10-17 10:33:03
306625,230011,-1.0,2021-01-03 17:07:19
399224,30793,4.5,2023-07-18 00:13:41
342533,57464,2.0,2019-08-15 15:25:33
258324,177689,4.0,2018-03-30 13:44:18
133128,44199,4.5,2008-03-20 23:22:19
154711,274689,3.0,2022-05-12 18:07:14
393714,47200,5.0,2023-02-07 11:27:09
248562,133771,4.0,2016-06-07 12:51:41
187116,74370,3.5,2021-07-20 21:48:20
350416,168326,4.0,2020-06-06 18:43:34
390595,140267,4.0,2022-11-08 13:10:25
100397,135117,3.0,2015-06-17 17:11:24
300107,87232,3.5,2017-02-01 22:31:33
113891,60295,3.5,2011-09-18 20:27:08
122712,38188,2.5,2007-07-23 11:01:09
301382,171763,3.0,2017-10-03 14:03:50
357522,71379,4.0,2020-06-19 14:28:38
349734,168250,5.0,2020-02-16 00:03:03
398445,99114,4.0,2023-06-25 08:30:18
406203,132713,-1.0,2024-01-14 08:42:41
384083,474,3.5,2022-03-27 06:10:29
127037,3661,-1.0,2012-12-01 18:41:00
209229,162606,3.5,2017-04-15 02:37:09
256065,1304,5.0,2015-02-28 12:06:32
284994,60803,-1.0,2021-07-01 22:41:50
348909,34048,2.5,2020-01-26 20:24:48
401266,6373,3.5,2023-08-25 13:34:33
372554,1645,3.0,2021-04-18 20:59:22
108794,267650,-1.0,2022-01-01 17:19:37
344986,6281,3.5,2019-10-13 01:23:23
165441,101973,3.5,2013-11-02 05:08:40
87053,4749,1.0,2001-08-18 12:48:21
305004,55245,4.0,2017-05-15 16:43:56
377787,4369,2.0,2021-09-07 20:37:20
278894,225758,5.0,2021-12-26 14:54:42
362231,7147,5.0,2020-09-25 11:09:04
309260,37495,4.0,2017-10-19 20:22:26
286125,36529,5.0,2016-05-14 21:15:53
317422,4654,2.5,2024-03-19 13:09:44
388021,58105,2.5,2022-08-07 09:22:05
326501,242490,-1.0,2022-09-15 21:36:31
242498,2122,2.5,2013-09-16 23:03:26
397183,588,5.0,2023-05-18 09:10:21
409590,59501,3.0,2024-04-04 16:39:46
150546,177883,2.5,2017-11-23 11:28:13
317780,78574,3.0,2018-01-24 11:48:57
399017,87232,2.0,2023-07-12 06:12:41
398981,2302,3.5,2023-07-11 11:22:48
329424,39446,3.5,2018-11-04 16:20:27
398754,63082,4.0,2023-07-05 00:01:35
335492,1279,4.5,2019-03-02 13:19:11
324906,65088,2.0,2018-07-29 13:40:01
255506,6748,4.5,2015-02-13 08:39:22
341901,288513,3.0,2023-07-30 11:40:22
408782,9,1.0,2024-04-05 01:40:15
249371,8645,2.5,2014-06-19 23:32:20
348010,1917,3.5,2020-07-18 03:18:29
352813,3948,4.0,2020-04-10 09:36:26
139177,8961,4.0,2005-03-07 21:43:11
308094,52885,3.5,2017-06-17 13:37:11
342603,2081,5.0,2019-08-17 17:30:51
205801,104243,3.5,2021-11-08 14:20:27
339767,3536,5.0,2022-03-12 18:40:34
266797,51662,0.5,2018-12-30 15:06:00
395997,35836,4.0,2023-04-14 19:36:35
290618,6870,4.0,2022-09-23 07:50:01
350373,204698,3.5,2023-01-11 09:18:33
408859,72737,3.5,2024-03-15 14:34:52
264391,2558,2.0,2015-08-11 10:03:18
219341,100015,-1.0,2013-01-24 23:10:06
108794,137831,-1.0,2015-07-10 12:21:44
409941,51540,5.0,2024-04-16 23:51:31
371488,268962,2.0,2022-03-19 09:05:35
194358,44199,3.5,2013-09-09 20:40:08
382528,3177,2.0,2022-02-05 08:37:50
320651,74458,4.0,2018-03-24 08:31:04
359076,91470,1.5,2020-07-23 06:31:49
283069,32587,3.0,2016-05-29 12:13:50
187116,858,1.5,2009-11-28 19:16:04
315634,3535,4.5,2017-11-26 04:34:49
175714,79132,4.5,2012-07-04 18:41:54
381871,223,3.0,2022-01-13 10:48:47
404467,152838,-1.0,2024-03-12 12:18:32
309868,48385,3.0,2017-11-12 20:23:52
326501,175003,-1.0,2018-09-02 22:06:22
353320,4872,-1.0,2020-05-16 11:25:29
370373,32,4.5,2021-03-02 18:34:00
278087,210859,3.5,2024-03-19 09:25:07
364661,6188,4.5,2020-11-09 13:28:42
108794,115994,-1.0,2014-11-08 06:55:07
108794,254873,-1.0,2021-07-29 17:49:20
108794,98807,-1.0,2012-12-10 09:58:38
322868,3949,5.0,2018-05-28 20:38:41
301834,26861,3.5,2023-06-01 15:37:46
170026,6985,-1.0,2008-01-01 21:40:45
108794,270764,-1.0,2022-02-20 16:45:55
389465,69844,4.0,2022-09-28 22:46:48
323428,185029,4.0,2018-06-09 02:46:07
373039,72641,4.0,2021-04-30 10:51:58
288824,2010,4.0,2016-07-04 19:03:37
366309,99114,3.5,2020-12-12 12:21:52
273244,2268,4.0,2015-11-10 05:38:03
126714,173939,3.5,2018-02-20 18:21:03
255173,85342,-1.0,2018-04-24 23:08:16
353356,3791,4.0,2020-04-17 18:19:30
406203,203274,-1.0,2024-01-08 07:55:08
389067,104,2.0,2022-09-12 17:43:33
395203,1676,4.5,2023-03-22 07:13:09
313649,96821,3.5,2017-11-13 03:04:43
327456,65642,4.5,2019-09-21 14:22:08
394748,5952,4.0,2023-03-07 14:52:43
136510,2194,3.5,2017-02-28 04:13:41
406203,280804,-1.0,2024-01-07 18:10:51
255821,109483,1.0,2019-12-07 23:38:50
380718,223944,4.5,2021-12-29 16:17:09
381192,35957,2.5,2023-03-22 00:51:36
307312,3682,4.0,2021-12-25 06:07:28
369928,110968,3.0,2022-04-18 04:18:58
306051,170227,3.0,2023-03-08 03:52:49
375087,288265,4.0,2023-10-22 17:27:14
123858,6986,2.5,2005-08-21 23:08:19
406203,150004,-1.0,2024-01-20 20:23:40
357765,243486,-1.0,2021-04-17 12:58:51
96123,3730,4.0,2000-09-07 17:37:09
408530,91529,4.0,2024-03-07 19:25:07
261773,187555,-1.0,2020-06-20 16:04:05
377718,27523,4.0,2021-09-05 22:34:41
71189,3640,3.5,2007-03-18 23:17:13
331455,54286,4.0,2018-12-13 00:38:11
401653,32892,4.5,2023-09-03 14:50:41
230064,610,3.0,2014-11-13 20:27:21
108794,159646,-1.0,2016-05-31 12:22:04
349511,31685,5.0,2020-02-10 16:47:58
406203,52617,-1.0,2024-01-07 19:39:09
180600,59501,1.5,2012-09-29 17:02:42
406173,218119,-1.0,2024-01-06 21:35:40
271683,166534,4.5,2019-03-08 14:47:45
171053,1342,3.5,2007-07-13 03:57:51
108794,1167,2.5,2010-06-29 13:33:56
369108,86892,5.0,2021-02-10 15:05:20
380568,4020,3.5,2021-12-05 12:23:48
231334,2706,2.0,2019-12-13 10:21:18
288283,286357,2.5,2023-06-29 14:26:28
326518,90405,3.5,2018-12-17 23:40:21
272624,1088,3.5,2020-04-05 08:17:26
403142,288571,3.5,2024-01-14 15:06:00
397233,70567,3.5,2023-05-30 17:52:05
346139,4262,4.0,2019-11-11 09:46:37
397985,81834,5.0,2023-06-11 18:20:25
172278,1282,1.5,2014-04-15 23:48:11
138972,1422,3.0,2004-03-30 08:31:27
290387,1912,3.5,2016-08-01 10:06:12
115284,1287,5.0,2001-09-27 13:54:21
263382,4810,2.5,2019-09-22 14:48:41
399164,7376,4.0,2023-07-21 22:23:48
317174,2165,4.5,2020-06-19 03:04:39
305516,48780,3.5,2017-05-03 17:05:24
404118,6586,3.0,2023-11-10 14:22:32
276441,260669,2.5,2021-10-23 08:48:20
326249,356,2.5,2018-08-22 18:20:35
404176,1247,5.0,2023-11-12 08:25:47
108794,209795,-1.0,2019-11-30 18:03:13
402263,41566,3.0,2023-09-19 16:10:21
377718,6001,3.5,2023-12-30 16:14:00
267186,67197,-1.0,2015-09-07 01:14:18
57709,83270,4.5,2011-04-05 22:57:42
405989,106782,0.5,2024-01-03 00:16:21
397949,279812,3.5,2023-06-10 14:07:15
304238,4301,-1.0,2020-03-15 16:37:59
151037,1370,3.5,2005-06-13 03:24:42
352860,1042,3.5,2020-04-10 22:04:46
288283,94410,4.0,2016-07-01 15:10:25
185623,115381,4.0,2015-04-12 13:36:19
402020,5621,4.5,2023-09-10 22:41:41
161583,3210,2.5,2006-07-11 09:55:32
58758,102445,3.0,2014-05-17 15:35:00
271167,165,3.5,2015-10-30 09:04:02
360675,268592,2.0,2023-11-19 16:14:55
182499,105504,3.0,2015-12-21 15:34:39
207678,1209,2.5,2022-10-23 13:38:03
403816,270698,4.5,2023-11-01 16:22:20
230064,47997,3.5,2012-12-21 22:28:09
108794,176749,-1.0,2017-08-18 12:16:18
292823,168498,2.0,2022-06-12 23:54:30
146087,5452,1.0,2005-03-04 11:47:39
296743,2628,-1.0,2017-12-02 16:38:34
304090,364,4.5,2017-04-30 06:01:56
344110,1921,4.0,2024-03-02 13:58:12
353863,78039,4.5,2020-10-14 22:25:05
283807,129781,-1.0,2016-04-11 04:41:56
139711,278176,-1.0,2023-01-27 20:29:53
347169,168498,4.5,2019-12-07 11:11:40
313652,159755,2.0,2017-11-26 19:39:05
146578,733,3.0,2005-03-17 10:56:52
128580,2926,2.5,2004-01-25 00:32:46
185868,5650,5.0,2009-03-04 12:31:06
308094,59784,4.0,2017-06-17 10:29:50
267186,4823,2.5,2015-09-07 00:02:23
239599,1031,3.5,2013-08-06 03:07:20
364105,318,4.0,2020-10-30 07:28:34
309182,226202,3.5,2021-12-31 04:28:59
140158,319,4.0,2004-11-21 17:53:00
406203,5758,0.5,2024-01-15 16:23:45
333209,3988,4.0,2019-01-12 06:38:55
140551,41569,3.5,2006-05-01 16:24:02
264093,2080,4.0,2015-12-07 02:40:02
232373,112138,1.5,2018-04-04 10:10:38
367330,56757,4.0,2021-01-02 03:21:06
156213,7827,3.5,2008-09-21 18:48:31
261773,136337,3.5,2018-07-10 21:10:05
371491,51662,4.5,2021-03-27 17:52:16
343024,8907,3.5,2020-08-10 07:15:01
261001,296,5.0,2023-08-22 20:21:02
120585,2808,1.0,2002-02-13 19:41:14
256604,107141,4.5,2015-04-03 18:47:40
392439,3105,4.0,2023-01-04 15:20:16
104474,431,4.5,2004-07-22 23:54:37
154711,38038,3.5,2013-12-25 08:42:27
370373,3702,5.0,2021-03-23 18:26:31
47977,3038,3.5,2023-08-27 09:31:41
222148,213980,3.0,2021-02-01 16:37:49
226405,2571,5.0,2020-07-21 15:26:40
306625,211412,-1.0,2020-10-01 14:57:51
406173,180821,-1.0,2024-01-07 09:46:22
364423,356,5.0,2020-12-12 15:58:24
381733,1376,3.5,2022-01-17 23:13:55
167453,8916,3.5,2021-08-11 12:02:13
326625,1909,2.0,2018-09-03 03:29:13
267304,79091,2.5,2016-04-11 23:03:03
397737,122904,3.0,2023-06-03 19:20:57
406203,222111,-1.0,2024-01-08 10:05:15
397886,96811,3.5,2023-06-08 10:53:18
395226,4498,3.0,2023-05-03 02:45:05
231553,48997,1.0,2015-06-09 09:26:54
405311,74228,2.5,2023-12-11 11:46:47
199731,47,3.5,2010-01-16 09:44:51
178205,308,4.5,2022-10-24 19:10:50
259129,66371,4.0,2015-05-09 10:37:10
338149,80586,-1.0,2021-05-10 14:04:28
359169,208289,4.0,2021-08-10 17:59:03
345782,2571,-1.0,2019-11-02 11:38:58
366945,8641,5.0,2022-06-24 16:33:05
383735,135601,-1.0,2022-04-02 17:37:53
397731,140174,3.5,2023-06-03 16:39:20
159596,95309,4.0,2012-11-04 02:19:38
126714,1310,3.0,2004-01-13 21:15:16
313775,73321,4.0,2017-10-15 06:13:05
299112,2115,4.0,2023-07-22 15:18:53
270421,31221,2.0,2019-01-16 17:47:51
384405,115149,4.5,2022-04-05 09:27:57
275368,39183,-1.0,2022-11-22 23:01:04
327951,57640,2.0,2018-12-09 12:30:45
161101,78574,2.5,2011-11-21 20:23:39
233343,3877,3.0,2013-05-08 16:09:48
123858,1759,2.5,2011-03-31 04:29:18
330527,66097,3.5,2018-11-24 23:29:34
104474,1305,4.5,2003-06-07 14:04:02
267186,276977,-1.0,2022-08-02 03:42:57
250296,68135,3.0,2021-12-08 01:53:01
364665,180537,-1.0,2021-08-10 16:23:04
393419,6373,3.0,2023-02-01 08:00:25
82300,2359,4.0,2003-05-17 09:48:19
400176,1552,3.5,2023-07-26 03:18:19
395884,909,4.0,2023-04-11 01:38:21
410371,4896,3.0,2024-04-28 20:43:03
263415,205074,-1.0,2021-07-07 14:51:20
112271,3861,3.0,2006-04-02 13:50:31
388658,8368,3.5,2022-08-30 16:29:07
406313,4489,4.5,2024-01-10 16:02:39
359462,162448,3.0,2020-11-05 01:08:10
202692,88125,4.5,2011-11-14 14:21:15
403609,122914,5.0,2024-01-28 07:55:01
159422,3156,3.5,2009-10-05 05:41:18
266154,5060,3.0,2015-09-03 15:30:20
330763,1833,3.0,2018-11-29 04:36:25
404898,106100,4.0,2023-11-30 14:50:25
280579,212363,4.0,2020-12-13 18:35:54
343523,2985,4.0,2020-05-02 06:16:48
266452,58025,3.0,2015-08-28 18:02:22
269666,3082,3.5,2019-04-25 03:45:01
272534,96610,4.0,2019-07-12 23:05:27
379788,49530,4.0,2022-01-02 23:09:44
277168,143657,2.5,2017-11-07 10:59:10
307591,288,-1.0,2017-06-07 00:30:44
162150,5449,2.0,2008-06-15 01:24:10
359799,125914,2.0,2021-05-16 13:19:46
396506,117533,4.5,2023-04-28 08:17:22
250951,87485,3.0,2022-05-17 17:41:44
300868,216402,4.5,2020-09-22 16:22:50
118669,291425,0.5,2024-01-14 11:35:29
352715,127390,3.0,2024-01-14 20:25:06
324533,168328,3.5,2020-07-23 21:48:58
306223,1552,3.5,2017-12-01 05:31:36
263568,191469,3.0,2019-02-17 08:58:18
358892,58485,4.0,2020-07-18 11:44:51
360675,110,4.0,2021-06-07 20:25:44
267186,106762,-1.0,2015-09-10 06:50:12
273244,203222,3.5,2019-12-31 09:47:54
359076,178971,0.5,2020-07-24 06:00:24
226577,97866,4.5,2016-11-09 12:39:01
276776,188695,3.5,2020-08-09 15:30:39
371771,178667,3.0,2021-04-11 09:25:54
161850,3949,-1.0,2007-11-18 22:24:11
343439,175569,4.0,2019-09-12 03:21:16
359181,1732,4.5,2020-07-23 19:26:07
406619,724,4.0,2024-01-17 15:03:47
375715,79132,4.0,2021-07-08 22:13:31
406203,7772,-1.0,2024-01-08 12:13:57
287798,179333,3.0,2018-04-04 10:10:56
261773,184713,-1.0,2020-01-23 20:14:44
316897,4980,3.0,2017-12-28 04:31:40
271999,88125,3.5,2016-06-25 19:15:36
376755,158238,4.0,2021-12-25 13:36:53
318403,99114,3.0,2018-02-04 03:58:20
244911,192579,3.5,2020-04-07 11:24:52
395321,115617,5.0,2023-03-25 13:59:46
227409,1101,3.0,2015-09-21 15:43:40
305626,193065,5.0,2019-01-04 14:10:17
400948,297587,3.0,2024-02-06 11:38:26
335834,3751,3.0,2019-03-10 16:16:19
108794,147372,-1.0,2015-11-21 15:08:46
273244,2696,4.5,2015-11-10 11:05:32
268744,47,3.5,2015-09-27 11:06:54
132358,4296,3.0,2003-05-24 09:07:11
102333,55071,4.0,2009-08-11 10:12:00
302766,68554,2.0,2017-04-08 19:23:11
400285,112552,3.5,2023-07-28 12:56:57
313649,143365,-1.0,2017-10-19 06:56:58
406203,132969,-1.0,2024-01-21 07:26:55
257021,189837,3.0,2018-06-15 01:31:09
226907,916,3.5,2012-03-26 12:04:00
376239,4027,4.0,2023-11-12 06:32:42
108794,31685,3.5,2010-06-25 06:47:03
252324,101739,3.5,2022-08-26 16:23:40
312061,152063,3.5,2018-04-15 22:37:16
96063,233953,2.0,2021-07-05 12:15:02
253367,34437,2.5,2014-12-13 20:55:18
267304,134861,3.5,2016-07-27 07:01:13
185762,4027,3.5,2008-11-07 11:58:40
269241,58154,3.0,2015-10-18 11:52:25
320393,1266,4.0,2020-09-02 16:57:02
378092,191037,-1.0,2023-02-11 17:06:53
323515,193599,3.5,2019-09-10 12:20:04
329564,201861,5.0,2023-10-17 09:01:23
335387,784,3.0,2019-02-22 13:49:39
176970,1073,3.0,2014-03-30 15:24:23
406203,173433,-1.0,2024-01-21 18:36:25
123858,91233,2.5,2016-04-23 11:07:17
139711,83132,-1.0,2018-09-11 13:58:27
264116,1242,3.0,2018-12-17 03:40:18
75523,6636,3.5,2003-08-15 06:53:12
170322,162414,4.0,2017-09-09 14:44:02
185900,280,3.5,2009-05-23 22:55:53
311899,35836,4.0,2017-09-06 17:25:13
41965,2467,4.0,2010-05-02 07:00:31
207751,1089,4.5,2011-11-29 06:37:27
308233,175661,3.5,2020-08-17 21:24:39
410310,750,1.5,2024-04-27 07:13:30
293406,4018,2.5,2016-11-13 09:02:41
366479,188797,0.5,2020-12-20 08:43:14
308601,50442,1.5,2018-07-17 23:19:28
47571,2573,4.0,2000-01-03 05:38:32
92897,1665,2.5,2008-07-08 18:26:43
374978,60069,5.0,2021-09-05 04:51:46
358992,59784,3.5,2023-06-25 17:39:51
251340,1688,3.0,2016-08-31 01:40:29
383121,207830,0.5,2022-02-22 21:57:29
385665,223204,5.0,2023-08-19 10:32:24
406203,162564,-1.0,2024-01-07 20:15:26
310545,197529,-1.0,2019-01-13 00:19:43
352715,251086,2.0,2021-10-03 18:35:39
209317,232131,2.0,2022-05-10 09:52:41
349743,1641,3.5,2020-02-16 08:00:18
182727,7361,4.5,2009-12-22 12:16:02
379776,283137,4.0,2023-04-05 12:48:24
143062,7360,3.5,2009-01-12 17:37:40
407018,6365,3.5,2024-02-28 17:58:12
399510,33794,4.5,2023-07-20 12:18:25
185683,122906,5.0,2019-04-09 13:05:46
355750,109578,4.0,2021-04-29 10:13:55
375276,6502,3.0,2021-06-26 08:30:58
340196,131013,3.5,2020-07-02 19:48:05
364290,235293,2.5,2023-04-02 16:02:51
309433,4469,4.5,2022-05-03 09:04:38
192659,3243,2.5,2009-07-27 11:10:34
387939,8636,3.5,2022-08-09 11:06:23
163650,2470,2.0,2006-10-06 17:05:57
400612,126548,4.5,2023-08-06 04:11:38
241672,8644,3.5,2013-08-16 23:21:04
406203,240316,-1.0,2024-01-15 20:04:36
154711,140713,3.0,2015-10-26 15:21:18
355533,210973,4.0,2021-12-28 03:39:32
280579,202439,5.0,2019-11-08 18:40:01
108794,159221,-1.0,2016-05-26 12:29:43
256065,6942,5.0,2015-02-28 10:56:14
404664,1367,3.0,2023-11-24 22:47:21
170322,160080,3.0,2022-01-04 14:34:36
215535,57368,3.0,2020-04-13 22:04:25
307546,7007,5.0,2017-06-05 08:28:08
131334,908,4.5,2005-09-23 08:28:57
404957,149011,3.0,2023-12-02 00:55:23
396877,93510,2.5,2023-05-08 19:30:24
346059,1911,2.0,2019-11-09 19:26:42
305297,32298,4.5,2017-05-01 08:03:06
344576,1625,4.0,2019-10-02 17:36:50
261773,117602,-1.0,2020-06-22 10:10:13
302599,3156,4.0,2017-06-15 13:28:33
108794,224425,-1.0,2020-09-18 16:20:52
304238,226258,-1.0,2021-12-23 16:33:20
105083,1003,3.0,2001-01-01 22:34:15
375510,279414,2.0,2023-05-08 18:32:31
290969,4025,2.5,2016-08-14 04:42:06
396951,1566,4.5,2024-02-09 23:50:36
406203,216201,-1.0,2024-01-12 21:44:22
403816,167746,4.0,2023-11-01 16:22:16
308150,71264,3.0,2017-06-19 08:09:14
214809,3203,4.5,2017-01-25 20:01:59
263617,60074,3.5,2017-01-17 14:17:16
300521,3452,0.5,2019-05-05 09:44:11
249885,188749,3.0,2019-06-11 18:01:33
374196,64695,3.0,2023-06-26 00:01:35
108794,116833,-1.0,2014-11-14 12:51:17
293187,176211,3.0,2024-01-26 13:17:26
181724,216235,-1.0,2020-06-14 15:52:27
261773,210841,-1.0,2020-06-21 18:49:27
304822,91688,2.5,2017-05-09 07:51:54
389487,54997,2.5,2022-09-29 16:56:39
367844,4980,1.0,2023-11-11 15:27:21
396129,4246,3.0,2023-04-17 11:00:00
226907,46723,4.0,2012-03-26 11:35:10
376239,225984,4.5,2021-08-18 02:42:39
401403,110,5.0,2023-08-27 19:01:45
281677,73854,4.0,2016-03-02 06:01:37
337263,65418,3.0,2019-04-02 17:10:42
264859,8874,3.0,2016-05-21 14:55:43
289128,8961,4.0,2016-07-09 14:45:47
381522,296,4.0,2022-06-16 16:49:06
326413,46972,3.0,2018-09-06 14:22:07
328266,56715,2.0,2020-11-22 04:53:28
209317,157200,5.0,2016-10-08 22:03:57
266916,99296,3.5,2015-09-03 00:34:32
231160,87485,3.0,2016-03-01 04:53:45
396674,265148,-1.0,2023-05-03 15:11:04
207906,2875,3.0,2015-05-01 06:38:40
272344,109374,2.5,2015-11-04 14:43:16
113880,370,2.0,2020-02-19 12:13:56
396623,163645,4.5,2023-07-23 21:15:32
404103,1968,3.5,2023-11-09 20:40:40
396288,74458,4.0,2023-04-22 13:47:27
46411,6807,4.0,2004-02-27 22:08:55
231160,2959,4.0,2018-02-05 22:27:17
368858,5218,3.0,2021-01-31 19:38:08
353912,1196,5.0,2020-04-22 16:44:57
151037,293867,3.5,2023-11-03 21:35:21
257475,3252,5.0,2020-05-13 13:31:37
397012,1265,5.0,2023-05-12 23:42:25
111005,4402,-1.0,2005-10-12 12:00:39
398392,2683,3.0,2023-06-23 18:48:55
396586,103335,0.5,2023-04-30 22:34:47
118987,1099,3.5,2004-12-26 22:25:00
161227,8644,4.0,2016-07-07 02:44:42
370875,74580,3.5,2021-03-21 07:36:52
331758,115149,2.0,2019-06-24 17:02:44
108794,5434,-1.0,2010-06-28 15:25:38
267186,214660,-1.0,2020-03-27 16:48:55
376017,175569,5.0,2021-08-17 16:34:28
397663,242204,4.5,2023-06-01 13:23:03
373825,219726,3.5,2021-06-13 00:57:02
275996,1968,5.0,2015-12-07 09:23:09
381249,5418,4.0,2021-12-27 03:37:29
401430,53129,5.0,2023-08-28 10:26:30
288283,131252,4.5,2016-10-22 16:13:50
357468,52885,3.5,2020-06-22 05:56:58
195525,4963,3.5,2010-08-05 18:38:22
359660,3911,-1.0,2023-04-12 11:28:17
108794,82322,-1.0,2010-12-08 11:24:21
